No,Sex,Genotype,Food,Rep,time
1.0,M,OO,I,1.0,5.0
1.0,M,OO,I,1.0,17.0
1.0,M,OO,I,1.0,19.0
1.0,M,OO,I,1.0,24.0
1.0,M,OO,I,1.0,24.0
1.0,M,OO,I,1.0,26.0
1.0,M,OO,I,1.0,26.0
1.0,M,OO,I,1.0,26.0
1.0,M,OO,I,1.0,26.0
1.0,M,OO,I,1.0,26.0
1.0,M,OO,I,1.0,28.0
1.0,M,OO,I,1.0,28.0
1.0,M,OO,I,1.0,31.0
1.0,M,OO,I,1.0,31.0
1.0,M,OO,I,1.0,31.0
1.0,M,OO,I,1.0,34.0
1.0,M,OO,I,1.0,34.0
1.0,M,OO,I,1.0,34.0
1.0,M,OO,I,1.0,34.0
1.0,M,OO,I,1.0,34.0
1.0,M,OO,I,1.0,36.0
1.0,M,OO,I,1.0,36.0
1.0,M,OO,I,1.0,36.0
1.0,M,OO,I,1.0,36.0
1.0,M,OO,I,1.0,39.0
1.0,M,OO,I,1.0,39.0
1.0,M,OO,I,1.0,39.0
1.0,M,OO,I,1.0,39.0
1.0,M,OO,I,1.0,39.0
1.0,M,OO,I,1.0,39.0
1.0,M,OO,I,1.0,39.0
1.0,M,OO,I,1.0,39.0
1.0,M,OO,I,1.0,42.0
1.0,M,OO,I,1.0,42.0
1.0,M,OO,I,1.0,42.0
1.0,M,OO,I,1.0,42.0
1.0,M,OO,I,1.0,42.0
1.0,M,OO,I,1.0,45.0
1.0,M,OO,I,1.0,45.0
1.0,M,OO,I,1.0,47.0
1.0,M,OO,I,1.0,47.0
1.0,M,OO,I,1.0,47.0
1.0,M,OO,I,1.0,47.0
1.0,M,OO,I,1.0,50.0
1.0,M,OO,I,1.0,50.0
1.0,M,OO,I,1.0,50.0
1.0,M,OO,I,1.0,52.0
1.0,M,OO,I,1.0,52.0
1.0,M,OO,I,1.0,54.0
1.0,M,OO,I,1.0,54.0
1.0,M,OO,I,1.0,57.0
1.0,M,OO,I,1.0,57.0
1.0,M,OO,I,1.0,57.0
1.0,M,OO,I,1.0,59.0
1.0,M,OO,I,1.0,59.0
1.0,M,OO,I,1.0,61.0
1.0,M,OO,I,1.0,61.0
3.0,M,OO,I,2.0,8.0
3.0,M,OO,I,2.0,12.0
3.0,M,OO,I,2.0,15.0
3.0,M,OO,I,2.0,15.0
3.0,M,OO,I,2.0,17.0
3.0,M,OO,I,2.0,17.0
3.0,M,OO,I,2.0,17.0
3.0,M,OO,I,2.0,17.0
3.0,M,OO,I,2.0,17.0
3.0,M,OO,I,2.0,17.0
3.0,M,OO,I,2.0,19.0
3.0,M,OO,I,2.0,19.0
3.0,M,OO,I,2.0,19.0
3.0,M,OO,I,2.0,19.0
3.0,M,OO,I,2.0,19.0
3.0,M,OO,I,2.0,19.0
3.0,M,OO,I,2.0,19.0
3.0,M,OO,I,2.0,22.0
3.0,M,OO,I,2.0,22.0
3.0,M,OO,I,2.0,22.0
3.0,M,OO,I,2.0,22.0
3.0,M,OO,I,2.0,22.0
3.0,M,OO,I,2.0,24.0
3.0,M,OO,I,2.0,24.0
3.0,M,OO,I,2.0,24.0
3.0,M,OO,I,2.0,24.0
3.0,M,OO,I,2.0,24.0
3.0,M,OO,I,2.0,24.0
3.0,M,OO,I,2.0,26.0
3.0,M,OO,I,2.0,26.0
3.0,M,OO,I,2.0,26.0
3.0,M,OO,I,2.0,26.0
3.0,M,OO,I,2.0,26.0
3.0,M,OO,I,2.0,28.0
3.0,M,OO,I,2.0,28.0
3.0,M,OO,I,2.0,28.0
3.0,M,OO,I,2.0,28.0
3.0,M,OO,I,2.0,28.0
3.0,M,OO,I,2.0,28.0
3.0,M,OO,I,2.0,31.0
3.0,M,OO,I,2.0,31.0
3.0,M,OO,I,2.0,31.0
3.0,M,OO,I,2.0,31.0
3.0,M,OO,I,2.0,31.0
3.0,M,OO,I,2.0,31.0
3.0,M,OO,I,2.0,31.0
3.0,M,OO,I,2.0,31.0
3.0,M,OO,I,2.0,34.0
3.0,M,OO,I,2.0,34.0
3.0,M,OO,I,2.0,36.0
3.0,M,OO,I,2.0,36.0
3.0,M,OO,I,2.0,36.0
3.0,M,OO,I,2.0,36.0
3.0,M,OO,I,2.0,36.0
3.0,M,OO,I,2.0,36.0
3.0,M,OO,I,2.0,36.0
3.0,M,OO,I,2.0,39.0
3.0,M,OO,I,2.0,42.0
3.0,M,OO,I,2.0,57.0
5.0,M,OO,I,3.0,10.0
5.0,M,OO,I,3.0,12.0
5.0,M,OO,I,3.0,12.0
5.0,M,OO,I,3.0,15.0
5.0,M,OO,I,3.0,17.0
5.0,M,OO,I,3.0,17.0
5.0,M,OO,I,3.0,19.0
5.0,M,OO,I,3.0,19.0
5.0,M,OO,I,3.0,19.0
5.0,M,OO,I,3.0,22.0
5.0,M,OO,I,3.0,22.0
5.0,M,OO,I,3.0,22.0
5.0,M,OO,I,3.0,22.0
5.0,M,OO,I,3.0,22.0
5.0,M,OO,I,3.0,22.0
5.0,M,OO,I,3.0,22.0
5.0,M,OO,I,3.0,22.0
5.0,M,OO,I,3.0,22.0
5.0,M,OO,I,3.0,22.0
5.0,M,OO,I,3.0,24.0
5.0,M,OO,I,3.0,24.0
5.0,M,OO,I,3.0,24.0
5.0,M,OO,I,3.0,26.0
5.0,M,OO,I,3.0,26.0
5.0,M,OO,I,3.0,26.0
5.0,M,OO,I,3.0,26.0
5.0,M,OO,I,3.0,26.0
5.0,M,OO,I,3.0,26.0
5.0,M,OO,I,3.0,26.0
5.0,M,OO,I,3.0,28.0
5.0,M,OO,I,3.0,28.0
5.0,M,OO,I,3.0,28.0
5.0,M,OO,I,3.0,28.0
5.0,M,OO,I,3.0,28.0
5.0,M,OO,I,3.0,28.0
5.0,M,OO,I,3.0,28.0
5.0,M,OO,I,3.0,28.0
5.0,M,OO,I,3.0,28.0
5.0,M,OO,I,3.0,28.0
5.0,M,OO,I,3.0,28.0
5.0,M,OO,I,3.0,31.0
5.0,M,OO,I,3.0,31.0
5.0,M,OO,I,3.0,31.0
5.0,M,OO,I,3.0,31.0
5.0,M,OO,I,3.0,31.0
5.0,M,OO,I,3.0,31.0
5.0,M,OO,I,3.0,34.0
5.0,M,OO,I,3.0,34.0
5.0,M,OO,I,3.0,34.0
5.0,M,OO,I,3.0,34.0
5.0,M,OO,I,3.0,36.0
5.0,M,OO,I,3.0,36.0
5.0,M,OO,I,3.0,36.0
5.0,M,OO,I,3.0,36.0
5.0,M,OO,I,3.0,36.0
5.0,M,OO,I,3.0,36.0
5.0,M,OO,I,3.0,39.0
5.0,M,OO,I,3.0,39.0
5.0,M,OO,I,3.0,39.0
5.0,M,OO,I,3.0,39.0
5.0,M,OO,I,3.0,42.0
5.0,M,OO,I,3.0,42.0
5.0,M,OO,I,3.0,45.0
5.0,M,OO,I,3.0,64.0
5.0,M,OO,I,3.0,64.0
5.0,M,OO,I,3.0,64.0
5.0,M,OO,I,3.0,64.0
5.0,M,OO,I,3.0,64.0
5.0,M,OO,I,3.0,64.0
5.0,M,OO,I,3.0,64.0
7.0,M,OO,I,4.0,10.0
7.0,M,OO,I,4.0,17.0
7.0,M,OO,I,4.0,17.0
7.0,M,OO,I,4.0,17.0
7.0,M,OO,I,4.0,17.0
7.0,M,OO,I,4.0,19.0
7.0,M,OO,I,4.0,19.0
7.0,M,OO,I,4.0,22.0
7.0,M,OO,I,4.0,22.0
7.0,M,OO,I,4.0,22.0
7.0,M,OO,I,4.0,22.0
7.0,M,OO,I,4.0,24.0
7.0,M,OO,I,4.0,24.0
7.0,M,OO,I,4.0,24.0
7.0,M,OO,I,4.0,24.0
7.0,M,OO,I,4.0,24.0
7.0,M,OO,I,4.0,26.0
7.0,M,OO,I,4.0,26.0
7.0,M,OO,I,4.0,26.0
7.0,M,OO,I,4.0,26.0
7.0,M,OO,I,4.0,26.0
7.0,M,OO,I,4.0,28.0
7.0,M,OO,I,4.0,28.0
7.0,M,OO,I,4.0,28.0
7.0,M,OO,I,4.0,28.0
7.0,M,OO,I,4.0,28.0
7.0,M,OO,I,4.0,28.0
7.0,M,OO,I,4.0,28.0
7.0,M,OO,I,4.0,28.0
7.0,M,OO,I,4.0,28.0
7.0,M,OO,I,4.0,28.0
7.0,M,OO,I,4.0,28.0
7.0,M,OO,I,4.0,28.0
7.0,M,OO,I,4.0,31.0
7.0,M,OO,I,4.0,31.0
7.0,M,OO,I,4.0,31.0
7.0,M,OO,I,4.0,31.0
7.0,M,OO,I,4.0,31.0
7.0,M,OO,I,4.0,31.0
7.0,M,OO,I,4.0,31.0
7.0,M,OO,I,4.0,34.0
7.0,M,OO,I,4.0,34.0
7.0,M,OO,I,4.0,34.0
7.0,M,OO,I,4.0,34.0
7.0,M,OO,I,4.0,34.0
7.0,M,OO,I,4.0,34.0
7.0,M,OO,I,4.0,34.0
7.0,M,OO,I,4.0,34.0
7.0,M,OO,I,4.0,34.0
7.0,M,OO,I,4.0,34.0
7.0,M,OO,I,4.0,34.0
7.0,M,OO,I,4.0,34.0
7.0,M,OO,I,4.0,34.0
7.0,M,OO,I,4.0,36.0
7.0,M,OO,I,4.0,36.0
7.0,M,OO,I,4.0,39.0
7.0,M,OO,I,4.0,39.0
7.0,M,OO,I,4.0,39.0
7.0,M,OO,I,4.0,42.0
7.0,M,OO,I,4.0,42.0
7.0,M,OO,I,4.0,45.0
7.0,M,OO,I,4.0,47.0
7.0,M,OO,I,4.0,52.0
11.0,M,O2,I,1.0,22.0
11.0,M,O2,I,1.0,28.0
11.0,M,O2,I,1.0,31.0
11.0,M,O2,I,1.0,34.0
11.0,M,O2,I,1.0,42.0
11.0,M,O2,I,1.0,42.0
11.0,M,O2,I,1.0,42.0
11.0,M,O2,I,1.0,42.0
11.0,M,O2,I,1.0,45.0
11.0,M,O2,I,1.0,50.0
11.0,M,O2,I,1.0,50.0
11.0,M,O2,I,1.0,52.0
11.0,M,O2,I,1.0,54.0
11.0,M,O2,I,1.0,57.0
11.0,M,O2,I,1.0,57.0
11.0,M,O2,I,1.0,57.0
11.0,M,O2,I,1.0,57.0
11.0,M,O2,I,1.0,57.0
11.0,M,O2,I,1.0,57.0
11.0,M,O2,I,1.0,59.0
11.0,M,O2,I,1.0,59.0
11.0,M,O2,I,1.0,59.0
11.0,M,O2,I,1.0,61.0
11.0,M,O2,I,1.0,61.0
11.0,M,O2,I,1.0,61.0
11.0,M,O2,I,1.0,61.0
11.0,M,O2,I,1.0,61.0
11.0,M,O2,I,1.0,64.0
11.0,M,O2,I,1.0,64.0
11.0,M,O2,I,1.0,64.0
11.0,M,O2,I,1.0,66.0
11.0,M,O2,I,1.0,68.0
11.0,M,O2,I,1.0,68.0
11.0,M,O2,I,1.0,71.0
11.0,M,O2,I,1.0,71.0
11.0,M,O2,I,1.0,71.0
11.0,M,O2,I,1.0,71.0
11.0,M,O2,I,1.0,71.0
11.0,M,O2,I,1.0,73.0
11.0,M,O2,I,1.0,75.0
11.0,M,O2,I,1.0,75.0
11.0,M,O2,I,1.0,75.0
11.0,M,O2,I,1.0,78.0
11.0,M,O2,I,1.0,78.0
11.0,M,O2,I,1.0,78.0
11.0,M,O2,I,1.0,80.0
11.0,M,O2,I,1.0,80.0
11.0,M,O2,I,1.0,84.0
11.0,M,O2,I,1.0,84.0
11.0,M,O2,I,1.0,86.0
11.0,M,O2,I,1.0,86.0
13.0,M,O2,I,2.0,31.0
13.0,M,O2,I,2.0,34.0
13.0,M,O2,I,2.0,36.0
13.0,M,O2,I,2.0,39.0
13.0,M,O2,I,2.0,39.0
13.0,M,O2,I,2.0,39.0
13.0,M,O2,I,2.0,42.0
13.0,M,O2,I,2.0,42.0
13.0,M,O2,I,2.0,42.0
13.0,M,O2,I,2.0,42.0
13.0,M,O2,I,2.0,42.0
13.0,M,O2,I,2.0,42.0
13.0,M,O2,I,2.0,42.0
13.0,M,O2,I,2.0,45.0
13.0,M,O2,I,2.0,47.0
13.0,M,O2,I,2.0,50.0
13.0,M,O2,I,2.0,50.0
13.0,M,O2,I,2.0,50.0
13.0,M,O2,I,2.0,50.0
13.0,M,O2,I,2.0,54.0
13.0,M,O2,I,2.0,54.0
13.0,M,O2,I,2.0,54.0
13.0,M,O2,I,2.0,54.0
13.0,M,O2,I,2.0,54.0
13.0,M,O2,I,2.0,54.0
13.0,M,O2,I,2.0,54.0
13.0,M,O2,I,2.0,54.0
13.0,M,O2,I,2.0,57.0
13.0,M,O2,I,2.0,57.0
13.0,M,O2,I,2.0,57.0
13.0,M,O2,I,2.0,57.0
13.0,M,O2,I,2.0,61.0
13.0,M,O2,I,2.0,61.0
13.0,M,O2,I,2.0,61.0
13.0,M,O2,I,2.0,61.0
13.0,M,O2,I,2.0,61.0
13.0,M,O2,I,2.0,61.0
13.0,M,O2,I,2.0,64.0
13.0,M,O2,I,2.0,64.0
13.0,M,O2,I,2.0,64.0
13.0,M,O2,I,2.0,64.0
13.0,M,O2,I,2.0,64.0
13.0,M,O2,I,2.0,64.0
13.0,M,O2,I,2.0,64.0
13.0,M,O2,I,2.0,64.0
13.0,M,O2,I,2.0,66.0
13.0,M,O2,I,2.0,66.0
13.0,M,O2,I,2.0,66.0
13.0,M,O2,I,2.0,66.0
13.0,M,O2,I,2.0,68.0
13.0,M,O2,I,2.0,68.0
13.0,M,O2,I,2.0,68.0
13.0,M,O2,I,2.0,71.0
13.0,M,O2,I,2.0,71.0
13.0,M,O2,I,2.0,75.0
13.0,M,O2,I,2.0,75.0
13.0,M,O2,I,2.0,75.0
13.0,M,O2,I,2.0,78.0
13.0,M,O2,I,2.0,78.0
13.0,M,O2,I,2.0,80.0
13.0,M,O2,I,2.0,80.0
13.0,M,O2,I,2.0,80.0
13.0,M,O2,I,2.0,82.0
15.0,M,O2,I,3.0,5.0
15.0,M,O2,I,3.0,19.0
15.0,M,O2,I,3.0,26.0
15.0,M,O2,I,3.0,28.0
15.0,M,O2,I,3.0,39.0
15.0,M,O2,I,3.0,39.0
15.0,M,O2,I,3.0,42.0
15.0,M,O2,I,3.0,42.0
15.0,M,O2,I,3.0,45.0
15.0,M,O2,I,3.0,50.0
15.0,M,O2,I,3.0,52.0
15.0,M,O2,I,3.0,52.0
15.0,M,O2,I,3.0,52.0
15.0,M,O2,I,3.0,52.0
15.0,M,O2,I,3.0,52.0
15.0,M,O2,I,3.0,54.0
15.0,M,O2,I,3.0,54.0
15.0,M,O2,I,3.0,57.0
15.0,M,O2,I,3.0,57.0
15.0,M,O2,I,3.0,59.0
15.0,M,O2,I,3.0,61.0
15.0,M,O2,I,3.0,61.0
15.0,M,O2,I,3.0,61.0
15.0,M,O2,I,3.0,61.0
15.0,M,O2,I,3.0,64.0
15.0,M,O2,I,3.0,64.0
15.0,M,O2,I,3.0,64.0
15.0,M,O2,I,3.0,66.0
15.0,M,O2,I,3.0,66.0
15.0,M,O2,I,3.0,66.0
15.0,M,O2,I,3.0,66.0
15.0,M,O2,I,3.0,66.0
15.0,M,O2,I,3.0,66.0
15.0,M,O2,I,3.0,66.0
15.0,M,O2,I,3.0,66.0
15.0,M,O2,I,3.0,66.0
15.0,M,O2,I,3.0,66.0
15.0,M,O2,I,3.0,68.0
15.0,M,O2,I,3.0,68.0
15.0,M,O2,I,3.0,68.0
15.0,M,O2,I,3.0,68.0
15.0,M,O2,I,3.0,71.0
15.0,M,O2,I,3.0,71.0
15.0,M,O2,I,3.0,71.0
15.0,M,O2,I,3.0,71.0
15.0,M,O2,I,3.0,71.0
15.0,M,O2,I,3.0,71.0
15.0,M,O2,I,3.0,71.0
15.0,M,O2,I,3.0,71.0
15.0,M,O2,I,3.0,71.0
15.0,M,O2,I,3.0,71.0
15.0,M,O2,I,3.0,73.0
15.0,M,O2,I,3.0,73.0
15.0,M,O2,I,3.0,73.0
15.0,M,O2,I,3.0,73.0
15.0,M,O2,I,3.0,78.0
17.0,M,O2,I,4.0,28.0
17.0,M,O2,I,4.0,34.0
17.0,M,O2,I,4.0,42.0
17.0,M,O2,I,4.0,47.0
17.0,M,O2,I,4.0,50.0
17.0,M,O2,I,4.0,50.0
17.0,M,O2,I,4.0,52.0
17.0,M,O2,I,4.0,52.0
17.0,M,O2,I,4.0,52.0
17.0,M,O2,I,4.0,54.0
17.0,M,O2,I,4.0,57.0
17.0,M,O2,I,4.0,57.0
17.0,M,O2,I,4.0,57.0
17.0,M,O2,I,4.0,59.0
17.0,M,O2,I,4.0,61.0
17.0,M,O2,I,4.0,61.0
17.0,M,O2,I,4.0,61.0
17.0,M,O2,I,4.0,61.0
17.0,M,O2,I,4.0,61.0
17.0,M,O2,I,4.0,61.0
17.0,M,O2,I,4.0,64.0
17.0,M,O2,I,4.0,64.0
17.0,M,O2,I,4.0,64.0
17.0,M,O2,I,4.0,64.0
17.0,M,O2,I,4.0,64.0
17.0,M,O2,I,4.0,64.0
17.0,M,O2,I,4.0,64.0
17.0,M,O2,I,4.0,66.0
17.0,M,O2,I,4.0,66.0
17.0,M,O2,I,4.0,66.0
17.0,M,O2,I,4.0,66.0
17.0,M,O2,I,4.0,66.0
17.0,M,O2,I,4.0,66.0
17.0,M,O2,I,4.0,68.0
17.0,M,O2,I,4.0,68.0
17.0,M,O2,I,4.0,68.0
17.0,M,O2,I,4.0,68.0
17.0,M,O2,I,4.0,71.0
17.0,M,O2,I,4.0,71.0
17.0,M,O2,I,4.0,71.0
17.0,M,O2,I,4.0,71.0
17.0,M,O2,I,4.0,73.0
17.0,M,O2,I,4.0,73.0
17.0,M,O2,I,4.0,73.0
17.0,M,O2,I,4.0,73.0
17.0,M,O2,I,4.0,73.0
17.0,M,O2,I,4.0,75.0
17.0,M,O2,I,4.0,75.0
17.0,M,O2,I,4.0,75.0
17.0,M,O2,I,4.0,78.0
17.0,M,O2,I,4.0,78.0
17.0,M,O2,I,4.0,78.0
17.0,M,O2,I,4.0,78.0
17.0,M,O2,I,4.0,78.0
17.0,M,O2,I,4.0,78.0
17.0,M,O2,I,4.0,78.0
17.0,M,O2,I,4.0,78.0
17.0,M,O2,I,4.0,80.0
17.0,M,O2,I,4.0,80.0
17.0,M,O2,I,4.0,80.0
17.0,M,O2,I,4.0,80.0
17.0,M,O2,I,4.0,80.0
17.0,M,O2,I,4.0,80.0
17.0,M,O2,I,4.0,88.0
17.0,M,O2,I,4.0,94.0
21.0,M,2O,I,1.0,8.0
21.0,M,2O,I,1.0,8.0
21.0,M,2O,I,1.0,17.0
21.0,M,2O,I,1.0,24.0
21.0,M,2O,I,1.0,26.0
21.0,M,2O,I,1.0,31.0
21.0,M,2O,I,1.0,31.0
21.0,M,2O,I,1.0,34.0
21.0,M,2O,I,1.0,34.0
21.0,M,2O,I,1.0,34.0
21.0,M,2O,I,1.0,34.0
21.0,M,2O,I,1.0,39.0
21.0,M,2O,I,1.0,39.0
21.0,M,2O,I,1.0,39.0
21.0,M,2O,I,1.0,39.0
21.0,M,2O,I,1.0,42.0
21.0,M,2O,I,1.0,42.0
21.0,M,2O,I,1.0,42.0
21.0,M,2O,I,1.0,45.0
21.0,M,2O,I,1.0,45.0
21.0,M,2O,I,1.0,45.0
21.0,M,2O,I,1.0,47.0
21.0,M,2O,I,1.0,50.0
21.0,M,2O,I,1.0,50.0
21.0,M,2O,I,1.0,50.0
21.0,M,2O,I,1.0,52.0
21.0,M,2O,I,1.0,52.0
21.0,M,2O,I,1.0,52.0
21.0,M,2O,I,1.0,52.0
21.0,M,2O,I,1.0,52.0
21.0,M,2O,I,1.0,54.0
21.0,M,2O,I,1.0,54.0
21.0,M,2O,I,1.0,54.0
21.0,M,2O,I,1.0,54.0
21.0,M,2O,I,1.0,54.0
21.0,M,2O,I,1.0,54.0
21.0,M,2O,I,1.0,57.0
21.0,M,2O,I,1.0,57.0
21.0,M,2O,I,1.0,57.0
21.0,M,2O,I,1.0,59.0
21.0,M,2O,I,1.0,59.0
21.0,M,2O,I,1.0,59.0
21.0,M,2O,I,1.0,61.0
21.0,M,2O,I,1.0,64.0
21.0,M,2O,I,1.0,64.0
21.0,M,2O,I,1.0,64.0
21.0,M,2O,I,1.0,64.0
21.0,M,2O,I,1.0,66.0
21.0,M,2O,I,1.0,66.0
21.0,M,2O,I,1.0,66.0
21.0,M,2O,I,1.0,68.0
21.0,M,2O,I,1.0,71.0
21.0,M,2O,I,1.0,71.0
21.0,M,2O,I,1.0,75.0
21.0,M,2O,I,1.0,78.0
21.0,M,2O,I,1.0,78.0
21.0,M,2O,I,1.0,78.0
21.0,M,2O,I,1.0,80.0
21.0,M,2O,I,1.0,84.0
23.0,M,2O,I,2.0,5.0
23.0,M,2O,I,2.0,24.0
23.0,M,2O,I,2.0,36.0
23.0,M,2O,I,2.0,36.0
23.0,M,2O,I,2.0,39.0
23.0,M,2O,I,2.0,39.0
23.0,M,2O,I,2.0,42.0
23.0,M,2O,I,2.0,45.0
23.0,M,2O,I,2.0,45.0
23.0,M,2O,I,2.0,50.0
23.0,M,2O,I,2.0,50.0
23.0,M,2O,I,2.0,54.0
23.0,M,2O,I,2.0,57.0
23.0,M,2O,I,2.0,57.0
23.0,M,2O,I,2.0,57.0
23.0,M,2O,I,2.0,57.0
23.0,M,2O,I,2.0,57.0
23.0,M,2O,I,2.0,57.0
23.0,M,2O,I,2.0,57.0
23.0,M,2O,I,2.0,57.0
23.0,M,2O,I,2.0,57.0
23.0,M,2O,I,2.0,57.0
23.0,M,2O,I,2.0,59.0
23.0,M,2O,I,2.0,59.0
23.0,M,2O,I,2.0,59.0
23.0,M,2O,I,2.0,64.0
23.0,M,2O,I,2.0,64.0
23.0,M,2O,I,2.0,64.0
23.0,M,2O,I,2.0,64.0
23.0,M,2O,I,2.0,64.0
23.0,M,2O,I,2.0,64.0
23.0,M,2O,I,2.0,64.0
23.0,M,2O,I,2.0,64.0
23.0,M,2O,I,2.0,64.0
23.0,M,2O,I,2.0,64.0
23.0,M,2O,I,2.0,64.0
23.0,M,2O,I,2.0,64.0
23.0,M,2O,I,2.0,66.0
23.0,M,2O,I,2.0,68.0
23.0,M,2O,I,2.0,68.0
23.0,M,2O,I,2.0,68.0
23.0,M,2O,I,2.0,68.0
23.0,M,2O,I,2.0,71.0
23.0,M,2O,I,2.0,71.0
23.0,M,2O,I,2.0,71.0
23.0,M,2O,I,2.0,71.0
23.0,M,2O,I,2.0,71.0
23.0,M,2O,I,2.0,71.0
23.0,M,2O,I,2.0,73.0
23.0,M,2O,I,2.0,73.0
23.0,M,2O,I,2.0,73.0
23.0,M,2O,I,2.0,73.0
23.0,M,2O,I,2.0,73.0
23.0,M,2O,I,2.0,73.0
23.0,M,2O,I,2.0,78.0
23.0,M,2O,I,2.0,78.0
23.0,M,2O,I,2.0,78.0
23.0,M,2O,I,2.0,78.0
23.0,M,2O,I,2.0,78.0
23.0,M,2O,I,2.0,78.0
23.0,M,2O,I,2.0,78.0
23.0,M,2O,I,2.0,78.0
23.0,M,2O,I,2.0,80.0
23.0,M,2O,I,2.0,80.0
23.0,M,2O,I,2.0,80.0
23.0,M,2O,I,2.0,80.0
23.0,M,2O,I,2.0,80.0
23.0,M,2O,I,2.0,82.0
23.0,M,2O,I,2.0,88.0
23.0,M,2O,I,2.0,90.0
25.0,M,2O,I,3.0,22.0
25.0,M,2O,I,3.0,22.0
25.0,M,2O,I,3.0,22.0
25.0,M,2O,I,3.0,26.0
25.0,M,2O,I,3.0,39.0
25.0,M,2O,I,3.0,42.0
25.0,M,2O,I,3.0,42.0
25.0,M,2O,I,3.0,45.0
25.0,M,2O,I,3.0,45.0
25.0,M,2O,I,3.0,47.0
25.0,M,2O,I,3.0,47.0
25.0,M,2O,I,3.0,47.0
25.0,M,2O,I,3.0,47.0
25.0,M,2O,I,3.0,50.0
25.0,M,2O,I,3.0,50.0
25.0,M,2O,I,3.0,52.0
25.0,M,2O,I,3.0,52.0
25.0,M,2O,I,3.0,52.0
25.0,M,2O,I,3.0,52.0
25.0,M,2O,I,3.0,59.0
25.0,M,2O,I,3.0,61.0
25.0,M,2O,I,3.0,61.0
25.0,M,2O,I,3.0,64.0
25.0,M,2O,I,3.0,64.0
25.0,M,2O,I,3.0,64.0
25.0,M,2O,I,3.0,64.0
25.0,M,2O,I,3.0,64.0
25.0,M,2O,I,3.0,64.0
25.0,M,2O,I,3.0,66.0
25.0,M,2O,I,3.0,66.0
25.0,M,2O,I,3.0,66.0
25.0,M,2O,I,3.0,68.0
25.0,M,2O,I,3.0,68.0
25.0,M,2O,I,3.0,68.0
25.0,M,2O,I,3.0,71.0
25.0,M,2O,I,3.0,71.0
25.0,M,2O,I,3.0,71.0
25.0,M,2O,I,3.0,71.0
25.0,M,2O,I,3.0,71.0
25.0,M,2O,I,3.0,71.0
25.0,M,2O,I,3.0,71.0
25.0,M,2O,I,3.0,71.0
25.0,M,2O,I,3.0,71.0
25.0,M,2O,I,3.0,71.0
25.0,M,2O,I,3.0,75.0
25.0,M,2O,I,3.0,78.0
25.0,M,2O,I,3.0,78.0
25.0,M,2O,I,3.0,78.0
25.0,M,2O,I,3.0,80.0
25.0,M,2O,I,3.0,80.0
